Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
,1.0,0.0,1.0,18.0,,,,8.0,,13.42375,0.0,0.0,8.0,8.0,8.0,13.42375,0.0,,-0.8,-3.12,Graduate
0.0,1.0,,0.0,20.0,0.0,0.0,6.0,8.0,6.0,12.5,0.0,0.0,,10.0,5.0,14.166666666666666,0.0,,0.6,2.02,Graduate
0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,,,12.464285714285714,0.0,0.0,8.0,8.0,7.0,12.464285714285714,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,0.0,0.0,23.0,0.0,6.0,11.0,18.0,,12.375,0.0,,9.0,15.0,5.0,12.6,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,0.0,0.0,28.0,0.0,0.0,6.0,8.0,1.0,10.0,0.0,0.0,6.0,9.0,0.0,0.0,,10.8,1.4,1.74,Dropout
0.0,1.0,,0.0,,0.0,0.0,6.0,8.0,5.0,12.6,0.0,0.0,,10.0,6.0,12.428571428571429,0.0,15.5,2.8,-4.06,Enrolled
0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,,12.6,0.0,0.0,5.0,6.0,4.0,12.4,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,,0.0,34.0,0.0,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,6.0,4.0,12.0,,,2.6,0.32,Dropout
,1.0,0.0,0.0,35.0,0.0,,7.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,8.9,1.4,3.51,Dropout
0.0,1.0,0.0,0.0,32.0,0.0,0.0,,,5.0,11.6,0.0,0.0,5.0,8.0,5.0,12.333333333333334,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,,0.0,18.0,0.0,0.0,6.0,10.0,4.0,13.6,0.0,0.0,6.0,7.0,5.0,12.666666666666666,0.0,11.1,0.6,2.02,Graduate
0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,,4.0,12.5,1.0,,5.0,8.0,5.0,11.8,0.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,1.0,1.0,24.0,0.0,0.0,6.0,6.0,4.0,,0.0,0.0,6.0,10.0,4.0,11.5,0.0,12.4,0.5,1.79,Enrolled
0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,11.714285714285714,0.0,0.0,6.0,8.0,6.0,12.625,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,1.0,1.0,18.0,1.0,0.0,6.0,7.0,6.0,13.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,1.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,13.024285714285714,,0.0,,8.0,7.0,13.024285714285714,0.0,10.8,1.4,1.74,Graduate
0.0,0.0,1.0,0.0,18.0,0.0,0.0,,12.0,0.0,,0.0,0.0,6.0,,0.0,,0.0,9.4,-0.8,-3.12,Dropout
,1.0,1.0,1.0,,0.0,0.0,5.0,6.0,5.0,17.333333333333332,0.0,0.0,5.0,,5.0,18.571428571428573,,,0.5,1.79,Graduate
0.0,1.0,1.0,1.0,20.0,0.0,,5.0,,4.0,,0.0,0.0,5.0,7.0,4.0,11.5,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,10.0,6.0,13.666666666666666,0.0,0.0,7.0,9.0,6.0,12.5,0.0,12.4,0.5,1.79,Dropout
,1.0,,1.0,20.0,0.0,,,9.0,6.0,,0.0,0.0,,6.0,5.0,13.8,0.0,7.6,2.6,0.32,
0.0,1.0,,,19.0,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,11.833333333333334,0.0,,1.4,1.74,Graduate
,1.0,1.0,0.0,20.0,0.0,0.0,6.0,9.0,5.0,12.6,0.0,0.0,6.0,,4.0,,0.0,7.6,2.6,0.32,Graduate
,1.0,1.0,,22.0,0.0,0.0,7.0,8.0,6.0,14.333333333333334,0.0,0.0,8.0,9.0,7.0,13.771428571428572,0.0,11.1,0.6,2.02,
0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,8.0,4.0,13.5,0.0,0.0,6.0,10.0,6.0,13.625,0.0,11.1,0.6,2.02,Enrolled
0.0,1.0,1.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,14.285714285714286,0.0,,8.0,8.0,,14.285714285714286,0.0,12.7,,-1.7,Graduate
0.0,1.0,,0.0,22.0,0.0,,6.0,15.0,3.0,,0.0,0.0,6.0,12.0,2.0,10.0,0.0,13.9,-0.3,,Dropout
0.0,1.0,1.0,0.0,,1.0,0.0,5.0,5.0,5.0,14.8,0.0,0.0,5.0,5.0,5.0,17.6,0.0,8.9,1.4,3.51,Graduate
1.0,,1.0,0.0,34.0,0.0,0.0,,7.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,,0.0,0.0,6.0,14.0,1.0,10.0,0.0,0.0,5.0,5.0,,0.0,0.0,16.2,0.3,-0.92,Dropout
0.0,1.0,1.0,0.0,26.0,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,7.6,,0.32,Dropout
0.0,1.0,1.0,0.0,35.0,0.0,0.0,7.0,10.0,4.0,12.6,,0.0,7.0,9.0,,12.38,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,9.0,5.0,12.428571428571429,1.0,0.0,5.0,,5.0,11.8,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,0.0,,0.0,0.0,6.0,10.0,4.0,10.0,0.0,0.0,6.0,11.0,3.0,12.0,0.0,9.4,-0.8,-3.12,Enrolled
,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
0.0,0.0,1.0,0.0,19.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,8.9,1.4,3.51,
,1.0,1.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,2.8,-4.06,Graduate
1.0,,1.0,0.0,21.0,0.0,5.0,11.0,12.0,10.0,12.1,0.0,2.0,8.0,9.0,8.0,,0.0,11.1,0.6,,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,,6.0,,0.0,0.0,6.0,6.0,6.0,15.0,0.0,13.9,-0.3,,Graduate
0.0,1.0,,0.0,18.0,0.0,0.0,6.0,6.0,6.0,,0.0,0.0,6.0,7.0,6.0,12.833333333333334,,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,1.0,,,7.0,12.0,,12.0,14.384615384615383,0.0,5.0,10.0,12.0,10.0,13.3,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,,0.0,0.0,,5.0,5.0,13.4,0.0,,5.0,6.0,5.0,12.2,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,13.314285714285717,0.0,0.0,8.0,8.0,7.0,,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,,19.0,0.0,0.0,8.0,8.0,7.0,11.98857142857143,,0.0,8.0,8.0,7.0,11.98857142857143,0.0,10.8,1.4,1.74,Graduate
,1.0,0.0,0.0,21.0,0.0,6.0,11.0,17.0,11.0,,0.0,3.0,9.0,13.0,8.0,12.88888888888889,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,13.0,6.0,16.46153846153846,0.0,0.0,6.0,8.0,6.0,13.875,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,0.0,1.0,24.0,0.0,0.0,6.0,7.0,,,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,0.0,18.0,,0.0,7.0,,7.0,12.65,0.0,0.0,8.0,9.0,8.0,13.411111111111111,0.0,16.2,0.3,-0.92,
0.0,,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,10.0,3.0,12.0,0.0,13.9,-0.3,,Enrolled
0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,6.0,14.37,0.0,0.0,8.0,10.0,7.0,14.65,0.0,,0.5,1.79,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,,13.0,3.0,12.0,2.0,0.0,5.0,,4.0,11.75,0.0,9.4,-0.8,-3.12,Enrolled
0.0,0.0,0.0,,,0.0,0.0,6.0,12.0,3.0,12.0,0.0,0.0,6.0,15.0,3.0,10.666666666666666,,7.6,,0.32,Dropout
,1.0,0.0,1.0,,,0.0,,11.0,4.0,12.0,0.0,0.0,6.0,14.0,3.0,11.0,0.0,10.8,1.4,1.74,Dropout
,1.0,0.0,0.0,19.0,0.0,0.0,6.0,10.0,,,0.0,0.0,6.0,7.0,5.0,11.2,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,0.0,0.0,,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,,6.0,6.0,6.0,12.333333333333334,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,0.0,20.0,0.0,,7.0,8.0,6.0,13.5,0.0,0.0,7.0,8.0,6.0,14.0,0.0,11.1,0.6,2.02,Enrolled
0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,13.76375,0.0,0.0,8.0,8.0,8.0,13.76375,0.0,9.4,-0.8,,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,11.0,6.0,12.4,0.0,0.0,7.0,8.0,6.0,12.8,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,16.0,4.0,10.666666666666666,0.0,0.0,5.0,,,12.0,0.0,13.9,,0.79,Enrolled
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,14.333333333333334,0.0,0.0,7.0,7.0,6.0,,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,12.0,,12.5,0.0,0.0,6.0,13.0,2.0,12.666666666666666,,11.1,,2.02,Enrolled
1.0,0.0,,0.0,19.0,0.0,0.0,6.0,14.0,1.0,,0.0,0.0,6.0,13.0,0.0,0.0,0.0,7.6,,0.32,Dropout
0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,8.0,7.0,14.69625,0.0,0.0,8.0,9.0,8.0,14.622222222222224,0.0,12.4,,1.79,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,14.0,4.0,,0.0,0.0,6.0,17.0,3.0,13.75,0.0,11.1,0.6,2.02,Enrolled
0.0,1.0,0.0,,18.0,,0.0,7.0,9.0,7.0,12.855555555555556,0.0,,8.0,8.0,8.0,13.9125,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.7,0.0,0.0,8.0,9.0,8.0,13.994444444444444,0.0,11.1,0.6,2.02,Graduate
0.0,0.0,0.0,0.0,23.0,,0.0,5.0,9.0,0.0,0.0,3.0,1.0,5.0,10.0,1.0,12.0,3.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,0.0,,0.0,0.0,,,3.0,11.2,0.0,0.0,6.0,9.0,4.0,12.0,,16.2,0.3,-0.92,Enrolled
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,,0.0,0.0,8.0,9.0,8.0,13.333333333333334,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,8.0,5.0,10.4,0.0,7.6,2.6,0.32,
0.0,1.0,0.0,1.0,27.0,0.0,0.0,7.0,8.0,6.0,12.6,0.0,0.0,7.0,9.0,6.0,11.685714285714283,0.0,12.4,0.5,1.79,Enrolled
1.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,5.0,5.0,12.8,0.0,0.0,,,4.0,12.0,,11.1,0.6,2.02,Enrolled
,1.0,0.0,0.0,21.0,0.0,0.0,6.0,14.0,5.0,11.5,1.0,0.0,6.0,13.0,,11.0,1.0,15.5,2.8,-4.06,Dropout
,1.0,0.0,1.0,19.0,0.0,0.0,8.0,,7.0,11.4,0.0,0.0,8.0,8.0,,11.4,0.0,,,1.74,Graduate
0.0,1.0,0.0,1.0,21.0,0.0,3.0,6.0,6.0,6.0,12.333333333333334,0.0,2.0,6.0,8.0,6.0,11.333333333333334,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,5.0,12.8,0.0,0.0,6.0,,4.0,12.2,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,1.0,20.0,,,5.0,8.0,5.0,12.0,1.0,0.0,5.0,8.0,4.0,15.0,1.0,12.7,3.7,-1.7,
0.0,,0.0,1.0,,0.0,0.0,6.0,8.0,,,0.0,0.0,6.0,9.0,5.0,13.5,0.0,9.4,-0.8,-3.12,Graduate
1.0,0.0,,1.0,18.0,0.0,,6.0,,6.0,11.833333333333334,0.0,0.0,6.0,,6.0,11.0,,12.7,3.7,,Dropout
0.0,1.0,0.0,0.0,18.0,,0.0,6.0,8.0,6.0,14.0,0.0,0.0,6.0,9.0,6.0,13.333333333333334,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,,6.0,6.0,12.333333333333334,0.0,0.0,6.0,,6.0,13.5,0.0,16.2,,-0.92,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,10.0,5.0,13.04,0.0,0.0,,7.0,7.0,12.5,0.0,12.4,0.5,1.79,Enrolled
1.0,0.0,0.0,0.0,23.0,0.0,,11.0,18.0,11.0,13.166666666666666,0.0,4.0,9.0,15.0,8.0,13.333333333333334,0.0,8.9,1.4,3.51,Enrolled
,1.0,0.0,1.0,24.0,0.0,1.0,6.0,7.0,,12.5,0.0,0.0,6.0,11.0,6.0,12.833333333333334,0.0,8.9,1.4,3.51,Graduate
0.0,,0.0,0.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,15.657142857142857,0.0,0.0,8.0,8.0,7.0,15.657142857142857,0.0,12.7,3.7,-1.7,
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,10.8,,1.74,Dropout
0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,11.0,5.0,10.6,0.0,0.0,,9.0,5.0,11.166666666666666,0.0,11.1,,2.02,Enrolled
0.0,1.0,0.0,0.0,,0.0,0.0,6.0,10.0,6.0,13.428571428571429,0.0,0.0,6.0,11.0,5.0,12.666666666666666,0.0,13.9,-0.3,0.79,Enrolled
0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,12.0,0.0,,0.0,7.6,2.6,0.32,Dropout
1.0,0.0,1.0,0.0,36.0,,0.0,5.0,10.0,,0.0,0.0,0.0,5.0,,0.0,0.0,,15.5,2.8,-4.06,Dropout
0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,10.8,1.4,1.74,Dropout
0.0,0.0,1.0,0.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
0.0,,,0.0,18.0,,0.0,5.0,9.0,1.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
0.0,1.0,1.0,1.0,,0.0,0.0,8.0,8.0,7.0,13.331428571428573,0.0,0.0,8.0,8.0,7.0,13.331428571428573,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,1.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,13.7,0.0,0.0,,7.0,6.0,13.7,0.0,7.6,2.6,0.32,
1.0,0.0,1.0,0.0,26.0,0.0,0.0,5.0,5.0,0.0,,0.0,0.0,5.0,5.0,0.0,0.0,5.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,1.0,0.0,20.0,0.0,4.0,9.0,12.0,9.0,13.454545454545457,0.0,2.0,7.0,9.0,6.0,13.875,0.0,,0.6,2.02,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,8.0,,7.0,12.2,0.0,0.0,,,7.0,12.2,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,1.0,0.0,,0.0,0.0,5.0,8.0,,10.0,0.0,0.0,5.0,,4.0,11.0,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,1.0,1.0,23.0,0.0,0.0,6.0,7.0,5.0,13.0,0.0,0.0,6.0,7.0,6.0,12.857142857142858,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,1.0,0.0,,0.0,0.0,6.0,11.0,,,0.0,0.0,6.0,6.0,6.0,14.0,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,,0.0,20.0,0.0,0.0,8.0,8.0,7.0,15.028571428571428,0.0,0.0,8.0,8.0,7.0,,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,12.0,,,,7.0,6.0,11.714285714285714,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,,5.0,12.0,0.0,0.0,6.0,8.0,5.0,12.4,0.0,9.4,-0.8,-3.12,Graduate
0.0,0.0,1.0,0.0,23.0,0.0,3.0,7.0,,3.0,13.666666666666666,0.0,3.0,,8.0,3.0,11.333333333333334,4.0,,1.4,,Dropout
0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,,0.0,18.0,0.0,0.0,5.0,6.0,5.0,12.0,0.0,0.0,,7.0,4.0,12.5,0.0,15.5,2.8,,Enrolled
0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,1.74,Graduate
1.0,0.0,1.0,0.0,21.0,0.0,0.0,,6.0,1.0,14.0,,0.0,6.0,7.0,0.0,0.0,7.0,,-0.8,,Dropout
0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,,0.0,11.1,0.6,2.02,Dropout
0.0,1.0,1.0,0.0,21.0,0.0,0.0,7.0,8.0,7.0,12.375,0.0,0.0,7.0,11.0,5.0,12.583333333333334,0.0,8.9,1.4,3.51,Graduate
0.0,,1.0,0.0,32.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,
0.0,1.0,1.0,0.0,,0.0,14.0,18.0,21.0,18.0,11.421052631578949,0.0,10.0,13.0,16.0,13.0,11.076923076923077,1.0,15.5,2.8,-4.06,Graduate
0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,13.35,0.0,0.0,7.0,,6.0,13.35,0.0,7.6,,,Graduate
0.0,1.0,1.0,1.0,24.0,,0.0,6.0,6.0,6.0,15.0,0.0,0.0,6.0,6.0,2.0,16.0,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,9.0,2.0,10.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,0.0,1.0,0.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,2.0,10.8,1.4,1.74,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,,13.25,0.0,0.0,5.0,6.0,,11.833333333333334,0.0,,-0.3,0.79,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,7.0,4.0,11.5,0.0,0.0,5.0,15.0,3.0,10.6,4.0,10.8,1.4,1.74,Enrolled
0.0,,0.0,1.0,18.0,,0.0,8.0,8.0,8.0,13.88125,0.0,0.0,8.0,,8.0,13.88125,0.0,9.4,-0.8,-3.12,Graduate
,,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,8.0,5.0,12.6,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
0.0,1.0,0.0,0.0,19.0,0.0,,6.0,7.0,6.0,12.857142857142858,0.0,0.0,6.0,7.0,6.0,13.666666666666666,,13.9,-0.3,0.79,Graduate
1.0,1.0,0.0,0.0,,0.0,0.0,,6.0,5.0,11.6,0.0,,6.0,6.0,6.0,12.5,0.0,8.9,1.4,,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,5.0,11.4,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,12.4,0.5,,Graduate
0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,11.0,6.0,13.333333333333334,0.0,0.0,6.0,10.0,6.0,13.0,,16.2,0.3,-0.92,Enrolled
1.0,1.0,0.0,1.0,22.0,0.0,2.0,7.0,7.0,7.0,13.571428571428571,0.0,5.0,,9.0,,13.77777777777778,0.0,12.4,0.5,1.79,
0.0,1.0,0.0,0.0,31.0,0.0,0.0,7.0,13.0,6.0,,0.0,0.0,7.0,8.0,7.0,12.228571428571428,0.0,12.4,0.5,1.79,
0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,14.428571428571429,,0.0,7.0,7.0,7.0,14.142857142857142,,,0.3,-0.92,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,12.4,0.5,1.79,Enrolled
0.0,1.0,,1.0,18.0,0.0,0.0,6.0,8.0,6.0,12.285714285714286,0.0,0.0,6.0,9.0,5.0,12.4,0.0,8.9,1.4,3.51,
,1.0,0.0,0.0,21.0,0.0,0.0,5.0,7.0,,14.4,0.0,0.0,5.0,,5.0,13.8,,7.6,2.6,,Graduate
0.0,,0.0,,18.0,,0.0,7.0,8.0,7.0,13.15,0.0,0.0,8.0,9.0,8.0,15.06875,0.0,13.9,-0.3,0.79,Graduate
1.0,0.0,,0.0,25.0,,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,1.0,0.0,21.0,1.0,,5.0,5.0,,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,,7.0,12.342857142857143,0.0,0.0,8.0,8.0,7.0,12.342857142857143,0.0,10.8,1.4,1.74,Graduate
0.0,1.0,,0.0,19.0,0.0,0.0,6.0,,5.0,,,0.0,6.0,7.0,,10.8,0.0,10.8,1.4,1.74,Enrolled
0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,,4.0,10.5,0.0,0.0,6.0,14.0,1.0,11.0,,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,,19.0,0.0,0.0,5.0,5.0,5.0,10.6,,0.0,,8.0,,11.6,0.0,12.4,,1.79,Graduate
0.0,1.0,0.0,0.0,58.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
0.0,1.0,,1.0,,0.0,0.0,6.0,8.0,4.0,11.25,0.0,0.0,6.0,6.0,6.0,12.0,0.0,10.8,1.4,1.74,
0.0,1.0,1.0,0.0,23.0,1.0,3.0,9.0,11.0,6.0,10.5,,4.0,10.0,10.0,10.0,11.7,0.0,9.4,-0.8,-3.12,Graduate
,1.0,0.0,1.0,19.0,0.0,0.0,,11.0,4.0,11.0,0.0,0.0,6.0,11.0,3.0,11.666666666666666,0.0,9.4,-0.8,-3.12,Enrolled
0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,,7.0,13.457142857142856,0.0,0.0,8.0,8.0,8.0,14.5125,0.0,,-0.3,0.79,Graduate
0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,6.0,5.0,12.6,0.0,0.0,5.0,8.0,4.0,12.333333333333334,0.0,7.6,2.6,0.32,Graduate
,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,8.0,,,0.0,,1.4,3.51,Graduate
1.0,,0.0,1.0,18.0,,,5.0,5.0,5.0,11.6,0.0,0.0,5.0,5.0,5.0,11.8,0.0,11.1,0.6,2.02,
0.0,,0.0,0.0,24.0,0.0,,6.0,9.0,6.0,12.571428571428571,0.0,0.0,6.0,10.0,5.0,12.833333333333334,0.0,,0.6,2.02,Dropout
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,5.0,11.8,0.0,,6.0,7.0,5.0,11.4,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,1.0,19.0,0.0,0.0,,5.0,5.0,11.6,0.0,0.0,,11.0,3.0,12.666666666666666,0.0,9.4,-0.8,,Enrolled
,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,,1.4,3.51,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,10.666666666666666,0.0,0.0,6.0,,6.0,11.5,0.0,,2.6,0.32,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,10.0,4.0,13.5,1.0,0.0,5.0,5.0,5.0,13.4,0.0,,3.7,-1.7,
0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,10.8,1.4,,Graduate
