Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,1,1,5,1,1,1,1,1,2,2,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.712962962962963,0.0,0.0,0.2608695652173913,0.303030303030303,0.3,0.6012820512820513,0.0120786516853932,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,8,1,9,1,1,1,1,14,6,8,0,0,0,1,0,0,0.0566037735849056,0,0.0,0.1923076923076923,0.2444444444444444,0.1538461538461538,0.6111111111111112,0.0109415826801045,0.0,0.217391304347826,0.2446525314894666,0.25,0.7107692307692307,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Enrolled
1,1,1,12,1,1,1,13,27,10,10,1,0,0,1,0,1,0.0377358490566037,0,0.0,0.3076923076923077,0.1777777777777777,0.2692307692307692,0.6865079365079365,0.0,0.029234851835471,0.2713358801770663,0.2424242424242424,0.35,0.6653846153846154,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,8,2,10,1,3,1,22,27,8,9,1,0,0,1,0,1,0.0566037735849056,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.6851851851851852,0.0,0.029234851835471,0.2608695652173913,0.1818181818181818,0.3,0.5743589743589743,0.0,0.2093023255813954,0.4490267983074754,0.1241743725231175,Graduate
1,8,1,12,1,1,1,12,27,10,9,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.2419719340536352,0.1777777777777777,0.2692307692307692,0.7137301587301588,0.0,0.0,0.3478260869565217,0.303030303030303,0.4,0.7424786324786323,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
1,8,2,12,1,2,1,13,27,5,8,0,0,0,1,0,1,0.0377358490566037,0,0.0,0.2692307692307692,0.2,0.2307692307692307,0.6855555555555555,0.0109415826801045,0.0,0.3478260869565217,0.2727272727272727,0.4,0.7010096153846154,0.0120786516853932,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,15,1,6,1,14,1,3,1,3,4,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.2222222222222222,0.1923076923076923,0.7037037037037037,0.0,0.0,0.2608695652173913,0.5757575757575758,0.2,0.5507202992491638,0.0120786516853932,0.558139534883721,0.2888888888888889,0.7727873183619551,Enrolled
1,1,1,15,0,1,1,3,14,7,6,1,0,0,1,0,0,0.119979293879017,0,0.0,0.2307692307692307,0.1333333333333333,0.180890437643392,0.7685185185185186,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.673076923076923,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,8,2,9,1,1,1,1,28,5,4,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.1923076923076923,0.3333333333333333,0.0769230769230769,0.5972222222222222,0.0,0.0,0.217391304347826,0.3333333333333333,0.1,0.5507202992491638,0.0120786516853932,0.7325581395348838,0.4490267983074754,0.6406869220607662,Dropout
1,8,5,16,1,1,1,23,28,10,8,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.2444444444444444,0.1538461538461538,0.7361111111111112,0.0,0.0,0.2608695652173913,0.303030303030303,0.2,0.5519230769230768,0.0,0.2093023255813954,0.0,0.1241743725231175,Dropout
1,8,4,5,1,1,1,23,27,10,10,0,0,0,1,0,1,0.1132075471698113,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7407407407407408,0.0,0.0,0.2608695652173913,0.2424242424242424,0.15,0.682051282051282,0.0,0.4069767441860465,0.4490267983074754,0.8031704095112286,Dropout
1,1,1,16,1,1,1,13,14,10,9,1,0,0,1,0,0,0.0754716981132075,0,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.6666666666666666,0.0,0.0,0.2608695652173913,0.2727272727272727,0.25,0.5815384615384616,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
1,15,1,3,0,14,1,22,28,7,7,1,0,0,1,0,0,0.1132075471698113,0,0.25,0.3461538461538461,0.2222222222222222,0.3461538461538461,0.6049382716049383,0.0,0.1578947368421052,0.3478260869565217,0.303030303030303,0.3,0.6102564102564102,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,1,3,12,1,1,1,13,27,10,8,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2692307692307692,0.1777777777777777,0.2692307692307692,0.7236111111111111,0.0,0.0,0.3478260869565217,0.2727272727272727,0.4,0.7436752136752136,0.0,0.4597758381660906,0.4490267983074754,0.6406869220607662,Graduate
1,8,2,15,1,1,1,1,28,6,7,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2419719340536352,0.1333333333333333,0.2307692307692307,0.7222222222222222,0.0,0.029234851835471,0.2608695652173913,0.1818181818181818,0.3,0.7628205128205128,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,1,1,15,1,1,1,13,27,10,10,1,1,0,0,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.2222222222222222,0.1923076923076923,0.6555555555555556,0.0,0.0,0.2608695652173913,0.303030303030303,0.2228230337078651,0.6461538461538461,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,12,1,12,1,1,1,13,27,10,10,0,0,0,1,0,1,0.1509433962264151,0,0.0,0.3076923076923077,0.1777777777777777,0.2692307692307692,0.6690476190476191,0.0,0.0,0.3478260869565217,0.2424242424242424,0.35,0.6484615384615385,0.0120786516853932,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,1,2,16,1,1,1,1,28,7,10,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.2,0.180890437643392,0.5867268303772426,0.0,0.0,0.2608695652173913,0.303030303030303,0.2,0.7,0.0,0.2093023255813954,0.0,0.1241743725231175,Enrolled
1,1,1,12,1,1,1,1,14,6,8,0,0,0,1,0,1,0.0377358490566037,0,0.0,0.2692307692307692,0.1777777777777777,0.2692307692307692,0.7131944444444445,0.0,0.029234851835471,0.3478260869565217,0.2424242424242424,0.4,0.8346153846153845,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
1,12,1,13,1,1,1,23,28,29,44,0,0,1,1,0,1,0.1320754716981132,0,0.0,0.2419719340536352,0.2888888888888888,0.2692307692307692,0.6111111111111112,0.0,0.0,0.3478260869565217,0.3939393939393939,0.35,0.6299999999999999,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,8,5,9,1,1,1,22,27,8,6,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6736111111111112,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.6846153846153845,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
1,1,5,12,1,1,1,22,27,10,10,0,0,0,1,0,1,0.0188679245283018,0,0.0,0.3076923076923077,0.2666666666666666,0.2692307692307692,0.7015873015873016,0.0,0.0,0.2713358801770663,0.3636363636363636,0.35,0.68,0.0120786516853932,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,12,1,17,0,1,1,23,1,7,5,0,0,0,1,0,0,0.1886792452830188,0,0.0,0.1923076923076923,0.2,0.180890437643392,0.5925925925925926,0.0,0.0,0.217391304347826,0.2121212121212121,0.2,0.6138461538461538,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Enrolled
1,8,1,10,1,2,1,1,1,5,6,0,0,0,1,0,0,0.0377358490566037,0,0.0360962566844919,0.2307692307692307,0.2444444444444444,0.1923076923076923,0.6222222222222222,0.0,0.0,0.2713358801770663,0.3939393939393939,0.25,0.6246153846153846,0.0,0.9186046511627908,0.4490267983074754,0.0,Graduate
1,9,1,15,1,1,1,1,1,4,7,0,0,0,1,0,1,0.0188679245283018,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.5867268303772426,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.6371794871794871,0.0,0.5930232558139534,1.0,0.5362402360778712,Dropout
1,12,1,14,1,1,1,22,16,10,1,0,0,0,0,0,0,0.320754716981132,0,0.0360962566844919,0.2307692307692307,0.1847366289754851,0.1538461538461538,0.75,0.0,0.0,0.2713358801770663,0.1818181818181818,0.0,0.0,0.5,0.5930232558139534,1.0,0.3117569352708058,Dropout
1,6,6,9,1,1,1,22,27,7,10,0,0,0,0,0,0,0.0188679245283018,0,0.0,0.1923076923076923,0.2,0.180890437643392,0.6481481481481481,0.0,0.0,0.217391304347826,0.4545454545454545,0.1,0.5507202992491638,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,1,1,9,1,1,1,22,28,5,10,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.1923076923076923,0.1777777777777777,0.0769230769230769,0.5833333333333334,0.0,0.0,0.217391304347826,0.2446525314894666,0.15,0.6641025641025641,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,1,1,12,1,1,1,22,28,8,8,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.3076923076923077,0.1777777777777777,0.3076923076923077,0.7927083333333333,0.0,0.0,0.3478260869565217,0.2424242424242424,0.4,0.7683173076923077,0.0,0.2093023255813954,0.4490267983074754,0.1241743725231175,Enrolled
1,1,2,15,1,1,1,12,28,8,8,1,0,1,0,0,0,0.0566037735849056,0,0.0,0.2419719340536352,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.1511627906976745,0.4888888888888889,1.0,Dropout
1,1,1,10,1,2,1,22,1,4,6,0,0,0,1,0,0,0.0754716981132075,0,0.0,0.2307692307692307,0.2444444444444444,0.1923076923076923,0.6222222222222222,0.0,0.0,0.2608695652173913,0.4545454545454545,0.05,0.5507202992491638,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
2,12,1,17,0,2,1,12,14,10,8,0,0,0,1,0,0,0.1698113207547169,0,0.0,0.2419719340536352,0.1111111111111111,0.1923076923076923,0.6666666666666666,0.0,0.0,0.217391304347826,0.1818181818181818,0.2228230337078651,0.7987179487179487,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,14,2,13,1,1,1,1,14,5,4,0,0,0,1,0,0,0.1886792452830188,0,0.0,0.2692307692307692,0.2,0.2692307692307692,0.6793650793650793,0.0,0.0526315789473684,0.2713358801770663,0.303030303030303,0.4,0.7114423076923077,0.0,0.4597758381660906,0.4888888888888889,0.7661822985468957,Graduate
1,1,1,9,1,1,1,1,28,6,2,0,0,0,0,0,0,0.0566037735849056,0,0.0,0.1923076923076923,0.1333333333333333,0.1538461538461538,0.6388888888888888,0.0109415826801045,0.0,0.217391304347826,0.1515151515151515,0.2,0.5788461538461538,0.0,0.2093023255813954,0.0,0.1241743725231175,Graduate
1,8,1,10,1,1,1,13,1,6,1,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.8541666666666666,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.8846153846153845,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
1,17,1,6,1,16,1,1,1,6,6,1,0,0,0,0,0,0.1132075471698113,0,0.35,0.4615384615384615,0.4222222222222222,0.3461538461538461,0.7592592592592592,0.0,0.2105263157894736,0.391304347826087,0.4545454545454545,0.3,0.7269230769230769,0.0,0.1511627906976745,0.4888888888888889,1.0,Enrolled
1,12,1,12,1,12,1,1,5,5,4,0,0,0,1,0,0,0.1320754716981132,0,0.0,0.3076923076923077,0.2444444444444444,0.2692307692307692,0.7007936507936507,0.0,0.0,0.3478260869565217,0.3333333333333333,0.2228230337078651,0.6792307692307692,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,15,1,10,1,14,1,23,28,7,10,1,0,0,1,0,1,0.0377358490566037,0,0.15,0.2307692307692307,0.1555555555555555,0.1923076923076923,0.6777777777777777,0.0,0.1052631578947368,0.2713358801770663,0.1818181818181818,0.3,0.6192307692307691,0.0,0.7325581395348838,0.4490267983074754,0.6406869220607662,Graduate
1,1,1,9,1,1,1,13,28,4,6,0,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.2888888888888888,0.1538461538461538,0.6527777777777778,0.0,0.0,0.2608695652173913,0.303030303030303,0.2,0.5923076923076923,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,1,4,9,1,1,1,13,16,10,7,1,0,1,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.1847366289754851,0.1923076923076923,0.6333333333333333,0.0,0.0,0.2608695652173913,0.2446525314894666,0.15,0.5384615384615384,0.0,0.1511627906976745,0.4888888888888889,0.5362402360778712,Enrolled
1,6,1,10,1,1,1,22,14,6,11,0,0,1,0,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.2222222222222222,0.1923076923076923,0.5888888888888889,0.0,0.0,0.2608695652173913,0.4242424242424242,0.1,0.5384615384615384,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,16,1,3,0,1,1,1,28,6,8,0,0,0,1,0,0,0.0943396226415094,0,0.0360962566844919,0.6153846153846154,0.3555555555555555,0.5,0.6068376068376069,0.0,0.029234851835471,0.2713358801770663,0.2446525314894666,0.55,0.6167832167832169,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
1,14,1,5,0,1,1,1,14,6,11,0,0,0,1,0,0,0.119979293879017,0,0.0,0.2307692307692307,0.1333333333333333,0.1923076923076923,0.6888888888888889,0.0,0.0,0.2608695652173913,0.2727272727272727,0.25,0.6676923076923077,0.0120786516853932,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,12,1,4,1,1,1,13,14,10,10,0,0,0,1,0,0,0.1509433962264151,0,0.0,0.2307692307692307,0.1333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.1818181818181818,0.0,0.0,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Dropout
1,15,1,9,1,14,1,1,3,5,3,0,0,0,1,0,0,0.0754716981132075,0,0.0360962566844919,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.8796296296296297,0.0,0.0,0.2608695652173913,0.2424242424242424,0.3,0.8346153846153845,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
1,1,1,12,1,1,1,13,14,32,44,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2692307692307692,0.2666666666666666,0.1923076923076923,0.6555555555555556,0.0,0.0,0.2713358801770663,0.2727272727272727,0.3,0.6304487179487179,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
1,8,4,15,1,1,1,12,14,5,2,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2419719340536352,0.1555555555555555,0.2307692307692307,0.6984126984126984,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7358974358974358,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
1,6,3,14,1,1,1,22,27,1,1,1,0,0,0,0,0,0.0188679245283018,0,0.0,0.1923076923076923,0.1555555555555555,0.1153846153846153,0.6666666666666666,0.0,0.0,0.217391304347826,0.2121212121212121,0.2,0.7134615384615384,0.0833333333333333,0.4597758381660906,0.7555555555555556,0.5785997357992074,Graduate
1,8,1,12,0,1,1,12,3,7,7,0,0,0,1,0,0,0.119979293879017,0,0.0,0.2419719340536352,0.1777777777777777,0.180890437643392,0.5867268303772426,0.0109415826801045,0.0,0.3478260869565217,0.2727272727272727,0.4,0.7777777777777777,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
1,6,1,10,1,14,1,23,28,6,8,1,0,0,0,0,1,0.0566037735849056,0,0.0360962566844919,0.4230769230769231,0.2444444444444444,0.4230769230769231,0.7121212121212122,0.0,0.3157894736842105,0.4782608695652174,0.3333333333333333,0.55,0.7293706293706292,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,8,5,12,1,1,1,1,14,5,9,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.029234851835471,0.3478260869565217,0.0,0.0,0.0,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
1,6,1,10,1,1,1,22,1,7,10,1,0,0,0,0,0,0.0566037735849056,0,0.0,0.2307692307692307,0.1777777777777777,0.180890437643392,0.7916666666666666,0.0,0.0,0.2608695652173913,0.2424242424242424,0.3,0.5923076923076923,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,13,1,3,0,1,1,22,28,12,8,1,0,0,1,0,0,0.2452830188679245,0,0.45,0.4230769230769231,0.4222222222222222,0.3461538461538461,0.7469135802469136,0.0833333333333333,0.2631578947368421,0.2713358801770663,0.2121212121212121,0.35,0.7923076923076922,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
1,1,2,5,1,1,1,13,14,7,4,1,0,0,1,0,0,0.0943396226415094,0,0.0,0.2307692307692307,0.1555555555555555,0.180890437643392,0.6481481481481481,0.0,0.0,0.2608695652173913,0.2121212121212121,0.25,0.7107692307692307,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,1,1,9,1,1,1,23,28,6,9,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6759259259259259,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.5507202992491638,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Graduate
1,6,1,16,1,1,1,22,27,10,10,1,0,0,0,0,0,0.1132075471698113,0,0.0,0.2307692307692307,0.2444444444444444,0.0769230769230769,0.5555555555555556,0.0,0.0,0.2608695652173913,0.4545454545454545,0.1,0.5923076923076923,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
1,8,1,5,1,1,1,12,14,6,8,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2419719340536352,0.1333333333333333,0.2307692307692307,0.7777777777777778,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.8076923076923076,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Graduate
1,1,1,16,1,2,1,22,14,7,8,0,0,0,1,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.2,0.180890437643392,0.6574074074074074,0.0109415826801045,0.029234851835471,0.2608695652173913,0.1818181818181818,0.2,0.6461538461538461,0.0,0.9186046511627908,0.7999999999999999,0.0,Enrolled
2,12,1,15,1,12,1,22,27,1,1,0,0,1,0,1,0,0.6226415094339622,0,0.0,0.2307692307692307,0.1555555555555555,0.0384615384615384,0.8333333333333334,0.0,0.0,0.217391304347826,0.3636363636363636,0.0,0.0,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Dropout
1,8,2,11,1,2,1,13,28,10,7,1,0,0,1,0,0,0.0943396226415094,0,0.0360962566844919,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.5867268303772426,0.0,0.0,0.2713358801770663,0.1818181818181818,0.3,0.5743589743589743,0.0,0.4597758381660906,0.1111111111111111,0.6406869220607662,Graduate
1,15,1,10,1,14,1,1,1,5,7,0,0,1,1,0,1,0.1132075471698113,1,0.0360962566844919,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.7301587301587301,0.0,0.1052631578947368,0.2608695652173913,0.1818181818181818,0.3,0.7538461538461538,0.0120786516853932,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
4,12,1,10,1,12,1,22,27,10,11,0,0,0,0,0,0,0.5094339622641509,0,0.0360962566844919,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.2446525314894666,0.2228230337078651,0.0,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Dropout
4,12,1,9,0,12,1,22,27,10,10,0,0,0,1,1,0,0.119979293879017,0,0.3,0.4615384615384615,0.3777777777777777,0.2692307692307692,0.6666666666666666,0.0,0.1578947368421052,0.5217391304347826,0.5757575757575758,0.45,0.6042735042735041,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,0.5471698113207547,0,0.3,0.3846153846153846,0.2888888888888888,0.3461538461538461,0.6777777777777777,0.0,0.2105263157894736,0.4347826086956521,0.3636363636363636,0.5,0.6892307692307692,0.0,0.0,0.7555555555555556,0.5785997357992074,Graduate
1,12,1,6,1,14,1,22,27,2,10,1,0,0,0,1,0,0.4528301886792453,0,0.0360962566844919,0.1153846153846153,0.0666666666666666,0.1153846153846153,0.6851851851851852,0.0,0.1052631578947368,0.0869565217391304,0.0606060606060606,0.1,0.5923076923076923,0.0,0.4597758381660906,0.2888888888888889,0.7727873183619551,Dropout
1,8,3,12,1,1,1,23,14,10,9,1,0,0,1,1,0,0.0188679245283018,0,0.0,0.2692307692307692,0.1777777777777777,0.2692307692307692,0.6576388888888889,0.0,0.0,0.3478260869565217,0.2727272727272727,0.4,0.6720673076923076,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
3,12,1,17,0,1,1,12,1,10,3,0,0,0,1,1,0,0.490566037735849,0,0.0360962566844919,0.2419719340536352,0.1111111111111111,0.1923076923076923,0.6555555555555556,0.0109415826801045,0.0,0.217391304347826,0.1818181818181818,0.25,0.7538461538461538,0.0120786516853932,0.4597758381660906,0.0,0.1241743725231175,Graduate
4,12,2,9,1,12,1,12,27,10,7,0,0,1,0,1,0,1.0,0,0.0,0.2419719340536352,0.1111111111111111,0.0,0.5867268303772426,0.0,0.0,0.217391304347826,0.2727272727272727,0.0,0.5507202992491638,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Dropout
2,14,1,9,0,1,1,22,27,10,8,0,0,0,1,1,0,0.119979293879017,0,0.9,0.7307692307692307,0.1847366289754851,0.7307692307692307,0.7046783625730995,0.0109415826801045,0.631578947368421,0.2713358801770663,0.3939393939393939,0.65,0.6668639053254437,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
1,1,1,11,1,1,1,13,16,10,4,0,0,0,1,1,0,0.0754716981132075,0,0.0,0.2307692307692307,0.1847366289754851,0.2307692307692307,0.6984126984126984,0.0,0.0,0.2608695652173913,0.303030303030303,0.2,0.7,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
1,12,1,1,1,1,14,23,27,7,9,0,0,1,0,1,0,0.3396226415094339,1,0.0,0.2692307692307692,0.4,0.180890437643392,0.625,0.0,0.0,0.3043478260869565,0.2121212121212121,0.2228230337078651,0.0,0.0,1.0,0.2444444444444444,0.4147952443857332,Dropout
2,12,1,8,1,12,1,2,1,3,10,1,0,0,1,1,0,0.5094339622641509,0,0.05,0.1923076923076923,0.2888888888888888,0.1538461538461538,0.7777777777777778,0.25,0.0526315789473684,0.217391304347826,0.2727272727272727,0.2,0.8346153846153845,0.1666666666666666,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,1,1,9,1,1,1,3,16,6,6,0,0,1,1,1,0,0.0188679245283018,0,0.0,0.1923076923076923,0.1847366289754851,0.1538461538461538,0.7407407407407408,0.0109415826801045,0.0,0.217391304347826,0.1818181818181818,0.1,0.7269230769230769,0.0120786516853932,0.4597758381660906,0.1111111111111111,0.6406869220607662,Dropout
2,1,1,3,0,1,1,22,27,1,1,1,0,0,1,1,0,0.5283018867924528,0,0.0360962566844919,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.7592592592592592,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7358974358974358,0.0,0.0,0.7555555555555556,0.5785997357992074,Graduate
1,1,1,11,1,1,1,3,1,3,2,0,0,0,1,1,0,0.0566037735849056,0,0.0,0.2307692307692307,0.2666666666666666,0.1153846153846153,0.5555555555555556,0.0,0.029234851835471,0.2608695652173913,0.2727272727272727,0.25,0.5815384615384616,0.0,0.9186046511627908,0.7999999999999999,0.0,Enrolled
1,6,1,4,1,14,1,1,28,10,2,1,0,0,0,1,0,0.0943396226415094,0,0.0360962566844919,0.2307692307692307,0.2666666666666666,0.1923076923076923,0.7,0.0,0.0,0.2608695652173913,0.3333333333333333,0.3,0.6307692307692306,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,14,1,7,1,1,1,22,28,6,8,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.1923076923076923,0.2222222222222222,0.1153846153846153,0.9629629629629628,0.0109415826801045,0.0,0.2713358801770663,0.3333333333333333,0.05,0.9153846153846154,0.0,0.4597758381660906,0.1111111111111111,0.6406869220607662,Dropout
1,15,1,6,1,14,1,2,2,7,7,0,0,0,0,1,0,0.0566037735849056,0,0.1,0.2307692307692307,0.2222222222222222,0.1923076923076923,0.7333333333333333,0.0,0.0526315789473684,0.2608695652173913,0.6363636363636364,0.15,0.6461538461538461,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Enrolled
1,12,1,9,1,12,1,22,16,10,4,0,0,0,1,1,0,0.6037735849056604,0,0.0,0.1923076923076923,0.1847366289754851,0.1153846153846153,0.7777777777777778,0.0,0.029234851835471,0.217391304347826,0.2424242424242424,0.15,0.7358974358974358,0.0,0.1511627906976745,0.4888888888888889,1.0,Dropout
1,4,1,13,1,4,1,5,16,3,3,1,0,0,1,1,0,0.490566037735849,0,0.2,0.1538461538461538,0.1847366289754851,0.1538461538461538,0.7708333333333334,0.0,0.0526315789473684,0.0434782608695652,0.0303030303030303,0.2228230337078651,0.673076923076923,0.0120786516853932,0.4069767441860465,0.3111111111111111,0.8031704095112286,Dropout
2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,0.119979293879017,0,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
1,12,1,10,1,9,1,22,27,10,10,0,0,0,1,1,0,0.5660377358490566,0,0.15,0.3461538461538461,0.2,0.3461538461538461,0.7283950617283951,0.0,0.1578947368421052,0.3043478260869565,0.2121212121212121,0.35,0.7999999999999999,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
5,12,1,17,0,1,1,12,27,10,10,0,0,0,1,1,1,0.3773584905660377,0,0.0,0.2419719340536352,0.1777777777777777,0.1923076923076923,0.7222222222222222,0.0,0.0,0.217391304347826,0.3333333333333333,0.2,0.717948717948718,0.1666666666666666,1.0,0.2444444444444444,0.4147952443857332,Dropout
2,12,1,9,0,1,1,13,1,5,9,0,0,0,1,1,0,0.4528301886792453,0,0.0360962566844919,0.3846153846153846,0.2222222222222222,0.3846153846153846,0.6944444444444444,0.0,0.1578947368421052,0.3043478260869565,0.2121212121212121,0.35,0.6538461538461537,0.0120786516853932,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
2,12,1,4,1,1,1,22,27,7,7,0,0,0,1,1,0,0.8113207547169812,0,0.85,0.6923076923076923,0.4,0.180890437643392,0.7839506172839505,0.0,0.5789473684210527,0.5652173913043478,0.3939393939393939,0.65,0.7662721893491123,0.0,0.9186046511627908,0.7999999999999999,0.5362402360778712,Graduate
