,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
747,1.0,14.0,1.0,6.0,1.0,1.0,11.0,23.0,28.0,10.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.20754716981132076,1.0,0.65,0.6923076923076923,1.0,0.6923076923076923,0.6944444444444444,1.0,0.5263157894736842,0.5652173913043478,0.7878787878787878,0.6,0.6153846153846153,0.5,0.9186046511627908,0.7999999999999999,0.5362402360778712,Graduate
748,1.0,6.925098231827112,1.0,14.0,1.0,6.0,1.0,1.0,1.0,12.0,4.0,1.0,0.0,0.0,0.88107202680067,1.0,0.0,0.24528301886792453,0.0,0.0,0.19230769230769232,0.1111111111111111,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
749,1.0,6.925098231827112,2.0,12.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,0.012024539877300613,0.0,0.88107202680067,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.15555555555555556,0.2692307692307692,0.7484126984126984,0.0,0.029234851835471032,0.34782608695652173,0.2727272727272727,0.4,0.7508547008547009,0.0,1.0,0.24444444444444446,0.4147952443857332,Graduate
751,1.0,1.0,1.0,5.0,1.0,1.0,1.0,22.0,16.403201970443348,10.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.18473662897548515,0.18089043764339208,0.7407407407407408,0.0,0.0,0.2608695652173913,0.24465253148946667,0.3,0.7897435897435896,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
752,1.0,13.0,1.7221404025527738,12.0,1.0,1.0,1.0,22.0,27.0,4.0,4.0,0.5456110154905336,0.0,0.0,1.0,0.3569032979318055,1.0,0.07547169811320754,0.0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7280555555555556,0.010941582680104518,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7056538461538461,0.0,0.20930232558139544,0.0,0.12417437252311751,Graduate
753,2.0,12.0,1.0,17.0,0.0,12.0,1.0,13.0,27.0,8.0,10.0,0.0,0.0,1.0,0.88107202680067,0.0,0.0,0.2830188679245283,0.0,0.0,0.19230769230769232,0.1111111111111111,0.0,0.0,0.0,0.0,0.21739130434782608,0.18181818181818182,0.0,0.5507202992491638,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Dropout
754,1.0,1.0,3.0,5.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.8611111111111112,0.0,0.0,0.2608695652173913,0.24465253148946667,0.3,0.655128205128205,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
756,1.0,6.0,1.0,9.910414610069102,1.0,1.0,14.0,1.0,1.0,7.332923832923833,6.0,0.0,0.0,1.0,0.0,1.0,0.2473269555430501,0.018867924528301886,0.022905027932960894,0.0,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.625,0.0,0.0,0.2608695652173913,0.21212121212121213,0.15,0.5507202992491638,0.0,0.15116279069767452,0.48888888888888893,1.0,Dropout
757,1.0,14.0,1.0,17.0,0.8908286206048684,1.0,1.0,22.0,2.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,0.2473269555430501,0.11997929387901707,0.0,0.5,0.5769230769230769,0.5333333333333333,0.46153846153846156,0.6111111111111112,0.0,0.5263157894736842,0.6086956521739131,0.6363636363636364,0.55,0.6118881118881119,0.08333333333333333,0.0,0.7555555555555556,0.5785997357992074,Dropout
758,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.2222222222222222,0.23076923076923078,0.6851851851851852,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7,0.0,0.4597758381660906,0.2888888888888889,0.7727873183619551,Graduate
759,2.0,14.0,2.0,9.0,1.0,1.0,1.0,22.0,27.0,7.332923832923833,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5471698113207547,0.0,0.2,0.34615384615384615,0.4,0.18089043764339208,0.6319444444444444,0.16666666666666666,0.0,0.21739130434782608,0.3333333333333333,0.25,0.6353846153846153,0.012078651685393259,0.20930232558139544,0.0,0.12417437252311751,Graduate
760,1.0,8.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.18867924528301888,0.0,0.8,0.6923076923076923,0.4222222222222222,0.6923076923076923,0.6790123456790123,0.0,0.47368421052631576,0.5217391304347826,0.45454545454545453,0.6,0.6668639053254437,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
761,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,14.0,2.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24444444444444446,0.4147952443857332,Enrolled
762,2.0,14.0,3.0,3.0,0.0,12.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4528301886792453,0.0,0.25,0.34615384615384615,0.24444444444444444,0.34615384615384615,0.6666666666666666,0.0,0.15789473684210525,0.30434782608695654,0.24465253148946667,0.3,0.6461538461538461,0.0,0.20930232558139544,0.0,0.12417437252311751,Graduate
763,1.0,6.0,1.0,9.0,1.0,1.0,8.0,1.0,3.0,30.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4339622641509434,1.0,0.0,0.19230769230769232,0.2222222222222222,0.038461538461538464,0.6111111111111112,0.0,0.0,0.2713358801770663,0.30303030303030304,0.22282303370786516,0.5384615384615384,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
764,1.1773594253158286,15.0,1.0,3.0,0.0,14.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,0.11588468061051442,1.0,1.0,0.0,0.37735849056603776,0.0,0.6,0.6153846153846154,0.37777777777777777,0.6153846153846154,0.7847222222222222,0.0,0.3157894736842105,0.4782608695652174,0.42424242424242425,0.5,0.7,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
765,1.0,1.0,4.0,9.0,1.0,1.0,1.0,23.0,28.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05660377358490566,0.0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5666666666666667,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.603076923076923,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Enrolled
766,1.0,15.0,1.0,8.0,1.0,14.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.6666666666666666,0.08333333333333333,0.0,0.21739130434782608,0.24465253148946667,0.2,0.6676923076923077,0.012078651685393259,0.3720930232558141,0.4490267983074754,0.7661822985468957,Enrolled
767,1.0,4.0,1.0,17.0,0.0,2.5304475421863537,1.2323630981746423,1.0,27.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16981132075471697,0.022905027932960894,0.03609625668449198,0.34615384615384615,0.24444444444444444,0.34615384615384615,0.6851851851851852,0.0,0.21052631578947367,0.30434782608695654,0.24465253148946667,0.35,0.6769230769230768,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
768,2.0,12.0,1.0,9.910414610069102,0.0,1.0,1.0,22.0,27.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,0.2473269555430501,0.6981132075471698,0.0,0.2,0.34615384615384615,0.2,0.34615384615384615,0.7962962962962963,0.0,0.10526315789473684,0.30434782608695654,0.21212121212121213,0.35,0.7461538461538462,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
769,1.0,8.0,5.0,14.0,1.0,1.0,1.0,13.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320754,0.0,0.0,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.8425925925925926,0.0,0.0,0.2608695652173913,0.2727272727272727,0.3,0.7538461538461538,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Graduate
770,1.0,1.0,1.0,6.0,1.0,1.0,1.2323630981746423,1.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05660377358490566,0.0,0.03609625668449198,0.24197193405363523,0.17777777777777778,0.23076923076923078,0.8412698412698413,0.0,0.0,0.2608695652173913,0.24242424242424243,0.3,0.8153846153846153,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
771,1.0,8.0,6.0,9.910414610069102,1.0,1.0,1.0,1.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.2473269555430501,0.018867924528301886,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.24465253148946667,0.0,0.0,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
772,1.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,14.0,5.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.2692307692307692,0.2,0.23076923076923078,0.7450793650793651,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35,0.7158547008547008,0.0,0.9186046511627908,0.7999999999999999,0.5362402360778712,Enrolled
773,1.0,6.925098231827112,1.7221404025527738,10.0,1.0,1.0,1.0,23.0,1.0,5.0,7.847640009782343,1.0,0.0,0.0,0.88107202680067,0.3569032979318055,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5867268303772426,0.0,0.0,0.2608695652173913,0.21212121212121213,0.3,0.655128205128205,0.0,0.20930232558139544,0.0,0.5362402360778712,Graduate
776,1.0,14.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.8333333333333334,0.0,0.0,0.2608695652173913,0.24242424242424243,0.3,0.8413461538461537,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
777,1.0,1.0,1.0,9.910414610069102,1.0,1.0,1.0,3.0,2.0,5.0,3.0,0.5456110154905336,0.0,0.0,1.0,0.0,0.2473269555430501,0.07547169811320754,0.0,0.3,0.46153846153846156,0.26666666666666666,0.3076923076923077,0.7708333333333334,0.010941582680104518,0.21052631578947367,0.4782608695652174,0.3939393939393939,0.45,0.5507202992491638,0.08333333333333333,0.15116279069767452,0.48888888888888893,1.0,Dropout
778,1.0,8.0,1.0,16.0,1.0,2.5304475421863537,1.0,3.0,3.0,18.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.022905027932960894,0.0,0.2692307692307692,0.2,0.23076923076923078,0.6574074074074074,0.0,0.0,0.30434782608695654,0.21212121212121213,0.3,0.7717948717948717,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Enrolled
779,1.0,8.0,3.0,15.0,1.0,1.0,1.0,1.0,14.0,7.332923832923833,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.6944444444444444,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.7448717948717949,0.0,1.0,0.24444444444444446,0.5362402360778712,Graduate
780,1.0,8.0,1.7221404025527738,15.0,1.0,1.0,1.0,23.0,28.0,8.0,8.0,1.0,0.0,0.0,1.0,0.3569032979318055,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.8333333333333334,0.0,0.0,0.2608695652173913,0.24465253148946667,0.3,0.8346153846153845,0.012078651685393259,0.15116279069767452,0.48888888888888893,1.0,Graduate
781,1.0,8.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.2222222222222222,0.07692307692307693,0.5867268303772426,0.0,0.0,0.2608695652173913,0.30303030303030304,0.2,0.5653846153846154,0.0,0.9186046511627908,0.7999999999999999,0.5362402360778712,Dropout
782,1.0,1.0,1.0,12.0,1.0,1.0,1.0,13.0,27.0,4.0,9.0,0.5456110154905336,0.0,0.0,1.0,0.0,1.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.2222222222222222,0.2692307692307692,0.8148888888888889,0.010941582680104518,0.029234851835471032,0.34782608695652173,0.24242424242424243,0.4,0.5507202992491638,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
783,1.0,1.0,3.0,12.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.3076923076923077,0.2,0.23076923076923078,0.7413888888888889,0.16666666666666666,0.0,0.34782608695652173,0.2727272727272727,0.3,0.718576923076923,0.16666666666666666,0.20930232558139544,0.0,0.5362402360778712,Enrolled
784,1.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,24.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.7111111111111111,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.6641025641025641,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
785,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.2222222222222222,0.23076923076923078,0.6018518518518519,0.0,0.0,0.2608695652173913,0.21212121212121213,0.3,0.6538461538461537,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
786,1.0,1.0,1.0,5.0,1.0,1.0,1.2323630981746423,12.311323061873319,3.0,2.0,7.847640009782343,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.03609625668449198,0.24197193405363523,0.13333333333333333,0.23076923076923078,0.5867268303772426,0.0,0.0,0.2608695652173913,0.18181818181818182,0.25,0.7538461538461538,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
787,1.0,1.0,1.0,12.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307692,0.8076190476190476,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35,0.7827692307692307,0.0,0.3720930232558141,0.4490267983074754,0.7661822985468957,Graduate
788,1.0,3.0,3.0,6.0,1.0,1.0,1.0,22.0,27.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.018867924528301886,0.0,0.0,0.19230769230769232,0.1111111111111111,0.19230769230769232,0.8,0.0,0.0,0.21739130434782608,0.24465253148946667,0.22282303370786516,0.7538461538461538,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
789,1.0,8.0,1.7221404025527738,2.0,1.0,2.5304475421863537,1.0,13.0,1.0,6.0,5.0,1.0,0.0,0.0,1.0,0.3569032979318055,1.0,0.05660377358490566,0.022905027932960894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507202992491638,0.0,0.4597758381660906,1.0,0.3117569352708058,Graduate
790,1.0,8.0,1.0,15.0,1.0,1.0,1.0,1.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7314814814814814,0.0,0.0,0.2713358801770663,0.18181818181818182,0.3,0.5507202992491638,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Graduate
791,1.0,12.0,1.7221404025527738,12.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.3569032979318055,0.0,0.3584905660377358,0.0,0.0,0.23076923076923078,0.3333333333333333,0.07692307692307693,0.6388888888888888,0.0,0.0,0.30434782608695654,0.2727272727272727,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0,Dropout
792,1.0,8.0,1.0,10.0,1.0,1.0,1.0,1.0,30.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6296296296296297,0.0,0.0,0.2608695652173913,0.24465253148946667,0.3,0.6692307692307692,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
793,1.0,8.0,3.0,10.0,1.0,1.0,1.2323630981746423,3.0,1.0,7.332923832923833,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.03609625668449198,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.6666666666666666,0.0,0.0,0.2608695652173913,0.18181818181818182,0.25,0.5507202992491638,0.012078651685393259,0.15116279069767452,0.4490267983074754,0.5362402360778712,Graduate
794,1.1773594253158286,1.0,3.0,15.0,1.0,1.0,1.0,13.0,14.0,4.0,4.0,0.0,0.0,0.11588468061051442,1.0,0.0,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7314814814814814,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.655128205128205,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
795,1.0,6.925098231827112,3.0,15.0,1.0,1.0,1.0,23.0,28.0,7.332923832923833,9.0,1.0,0.0,0.0,0.88107202680067,0.0,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.18089043764339208,0.8240740740740741,0.010941582680104518,0.0,0.2713358801770663,0.18181818181818182,0.3,0.7628205128205128,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
796,1.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,1.0,0.012024539877300613,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.1,0.2692307692307692,0.15555555555555556,0.2692307692307692,0.7222222222222222,0.0,0.029234851835471032,0.391304347826087,0.2727272727272727,0.45,0.7119658119658118,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
797,1.0,9.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.17777777777777778,0.2692307692307692,0.727063492063492,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.6973076923076922,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
798,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7407407407407408,0.0,0.0,0.2608695652173913,0.21212121212121213,0.3,0.7358974358974358,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
799,1.0,1.0,1.0,16.0,1.0,1.0,1.0,12.311323061873319,1.0,4.0,8.0,1.0,0.012024539877300613,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.24197193405363523,0.15555555555555556,0.23076923076923078,0.6759259259259259,0.0,0.029234851835471032,0.2608695652173913,0.30303030303030304,0.22282303370786516,0.6865384615384614,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Enrolled
800,1.0,17.0,1.0,5.0,1.0,16.0,1.0,25.0,14.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09433962264150944,0.0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6111111111111112,0.0,0.0,0.2608695652173913,0.30303030303030304,0.2,0.6461538461538461,0.0,0.15116279069767452,0.48888888888888893,1.0,Enrolled
801,1.0,6.925098231827112,2.0,10.0,1.0,1.0,1.0,13.0,1.0,10.0,9.0,1.0,0.0,1.0,0.88107202680067,0.0,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Dropout
802,1.0,8.0,4.0,9.0,1.0,2.5304475421863537,1.0,13.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.022905027932960894,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7555555555555555,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6569230769230768,0.0,0.4597758381660906,0.48888888888888893,1.0,Graduate
803,1.0,1.0,1.0,15.0,1.0,1.0,1.0,23.0,16.403201970443348,7.332923832923833,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.18473662897548515,0.18089043764339208,0.8611111111111112,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.7538461538461538,0.0,0.4069767441860465,0.4490267983074754,0.8031704095112286,Graduate
804,1.0,1.0,3.0,16.0,1.0,1.0,1.0,1.0,3.0,7.332923832923833,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.2692307692307692,0.15555555555555556,0.18089043764339208,0.7698412698412699,0.0,0.0,0.30434782608695654,0.21212121212121213,0.35,0.7692307692307692,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
805,1.0,8.0,2.0,9.0,1.0,1.0,1.0,13.0,1.0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.19230769230769232,0.2222222222222222,0.07692307692307693,0.6388888888888888,0.0,0.0,0.21739130434782608,0.24242424242424243,0.15,0.5384615384615384,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
806,1.0,8.0,3.0,5.0,1.0,1.0,1.0,1.0,16.403201970443348,4.0,6.0,0.5456110154905336,0.0,0.0,1.0,0.0,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.18473662897548515,0.23076923076923078,0.7222222222222222,0.010941582680104518,0.0,0.2608695652173913,0.18181818181818182,0.3,0.655128205128205,0.0,1.0,0.24444444444444446,0.4147952443857332,Graduate
807,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,3.0,7.332923832923833,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.23076923076923078,0.2222222222222222,0.18089043764339208,0.7777777777777778,0.0,0.0,0.2608695652173913,0.3333333333333333,0.2,0.7,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
808,1.0,1.0,4.0,15.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.24197193405363523,0.08888888888888889,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.15116279069767452,0.48888888888888893,1.0,Dropout
809,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6203703703703703,0.0,0.0,0.2608695652173913,0.2727272727272727,0.3,0.6192307692307691,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Enrolled
810,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.09433962264150944,0.0,0.0,0.23076923076923078,0.0,0.18089043764339208,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Dropout
811,1.0,6.925098231827112,2.0,16.0,1.0,2.5304475421863537,1.0,13.0,28.0,6.0,8.0,1.0,0.0,0.0,0.88107202680067,0.0,1.0,0.018867924528301886,0.022905027932960894,0.0,0.2692307692307692,0.17777777777777778,0.2692307692307692,0.6746031746031745,0.0,0.0,0.30434782608695654,0.2727272727272727,0.3,0.7358974358974358,0.0,0.4069767441860465,0.3111111111111111,0.5362402360778712,Graduate
812,1.0,8.0,1.0,12.0,1.0,1.0,1.0,13.0,28.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11997929387901707,0.0,0.0,0.2692307692307692,0.15555555555555556,0.2692307692307692,0.7858730158730158,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7338034188034188,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
813,1.0,1.0,1.0,12.0,1.0,1.0,1.2323630981746423,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.03609625668449198,0.2692307692307692,0.15555555555555556,0.2692307692307692,0.8027777777777777,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7616239316239315,0.0,0.4597758381660906,0.3111111111111111,0.8031704095112286,Graduate
814,1.0,6.925098231827112,1.0,16.0,1.0,1.0,1.2323630981746423,13.0,3.0,5.0,5.0,0.0,0.0,0.0,0.88107202680067,0.0,0.0,0.018867924528301886,0.0,0.03609625668449198,0.2692307692307692,0.15555555555555556,0.2692307692307692,0.873015873015873,0.0,0.0,0.30434782608695654,0.21212121212121213,0.35,0.8076923076923076,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
815,1.0,16.0,1.7221404025527738,9.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.3569032979318055,0.0,0.07547169811320754,0.0,0.0,0.19230769230769232,0.2,0.18089043764339208,0.7111111111111111,0.0,0.0,0.21739130434782608,0.3333333333333333,0.22282303370786516,0.682051282051282,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
816,1.0,8.0,1.0,9.910414610069102,1.0,1.0,1.0,1.0,27.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.2473269555430501,0.05660377358490566,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6944444444444444,0.0,0.0,0.2608695652173913,0.24242424242424243,0.3,0.6192307692307691,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Enrolled
817,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,16.403201970443348,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.18473662897548515,0.23076923076923078,0.8055555555555556,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.691025641025641,0.0,0.558139534883721,0.4490267983074754,0.7727873183619551,Graduate
